,"Euro Area, FX Spot Rates, Macrobond, EUR per USD","Japan, FX Spot Rates, Macrobond, JPY per USD","United Kingdom, FX Spot Rates, Macrobond, GBP per USD","Switzerland, FX Spot Rates, Macrobond, CHF per USD","Canada, FX Spot Rates, Macrobond, CAD per USD","Australia, FX Spot Rates, Macrobond, AUD per USD","New Zealand, FX Spot Rates, Macrobond, NZD per USD","Norway, FX Spot Rates, Macrobond, NOK per USD","Sweden, FX Spot Rates, Macrobond, SEK per USD","United States, FX Indices, ICE, U.S. Dollar Index, Close"
2000-10-09,1.1508,108.9,0.6905,1.751,1.5035,1.8714,2.4867,9.2565,9.863,114.81
2000-10-10,1.1518,107.9963,0.6903,1.7509,1.5017,1.8766,2.4854,9.2741,9.9017,114.36
2000-10-11,1.1443,107.5201,0.6825,1.7303,1.5041,1.8645,2.4597,9.25,9.845,114.49
2000-10-12,1.1595,107.8364,0.6809,1.7459,1.5075,1.8812,2.5131,9.3109,9.9232,114.89
2000-10-13,1.1636,107.66,0.6845,1.7531,1.5163,1.8845,2.5069,9.3525,9.901,115.86
2000-10-16,1.1784,108.2963,0.6916,1.7789,1.5155,1.9075,2.5294,9.4362,10.0109,116.39
2000-10-17,1.1766,108.1563,0.6945,1.7771,1.518,1.9243,2.5374,9.4528,10.0067,115.89
2000-10-18,1.1798,107.7313,0.6882,1.7732,1.5175,1.9188,2.5364,9.488,10.0668,117.33
2000-10-19,1.191,108.5063,0.6934,1.7884,1.5122,1.9209,2.54,9.5252,10.0977,116.94
2000-10-20,1.194,108.9013,0.6919,1.7926,1.5145,1.8934,2.4952,9.5257,10.1394,117.16
2000-10-23,1.1963,108.4151,0.6887,1.796,1.508,1.8977,2.4929,9.5082,10.123,117.54
2000-10-24,1.1945,108.1013,0.6903,1.7971,1.5123,1.8987,2.4811,9.5089,10.1247,117.42
2000-10-25,1.2068,107.815,0.6968,1.8112,1.5193,1.9284,2.5054,9.5665,10.2155,118.49
2000-10-26,1.2064,108.445,0.6985,1.8215,1.5185,1.927,2.4981,9.5675,10.2654,118.5
2000-10-27,1.1867,108.5101,0.6897,1.8057,1.5271,1.9075,2.4796,9.4188,10.0878,117.39
2000-10-30,1.1835,108.8713,0.6882,1.8008,1.5278,1.9049,2.4764,9.3498,10.0482,117.25
2000-10-31,1.1797,109.1863,0.6887,1.7981,1.5272,1.9299,2.5198,9.3002,10.0197,116.65
2000-11-01,1.1661,108.4713,0.6908,1.7783,1.5265,1.9111,2.523,9.2138,9.9037,115.56
2000-11-02,1.1626,108.3712,0.6908,1.7748,1.5389,1.9217,2.5258,9.2272,9.8977,115.61
2000-11-03,1.1579,107.3813,0.6904,1.7649,1.534,1.9045,2.5156,9.2232,9.8902,114.97
2000-11-06,1.1612,107.3013,0.6974,1.7668,1.5315,1.8898,2.4999,9.2725,9.9687,115.69
2000-11-07,1.1618,107.0613,0.6991,1.7697,1.5312,1.893,2.5103,9.2782,9.9847,115.52
2000-11-08,1.1678,107.4751,0.7017,1.7771,1.5393,1.8999,2.5141,9.2951,9.995,116.23
2000-11-09,1.1643,107.5051,0.702,1.7712,1.5398,1.9017,2.5044,9.277,10.013,115.34
2000-11-10,1.1581,107.9113,0.6993,1.762,1.5438,1.9115,2.5195,9.2696,9.9707,115.79
2000-11-13,1.1627,107.58,0.6948,1.7667,1.5471,1.9229,2.5288,9.2959,10.043,115.7
2000-11-14,1.1655,108.09,0.7,1.7713,1.5441,1.9248,2.5183,9.344,10.0734,116.22
2000-11-15,1.1636,108.6212,0.7001,1.7747,1.549,1.9184,2.4993,9.3466,10.0654,116.35
2000-11-16,1.1705,109.0462,0.7031,1.7858,1.5533,1.9284,2.515,9.3654,10.1525,116.93
2000-11-17,1.1729,108.87,0.7027,1.7895,1.5601,1.9277,2.5041,9.3856,10.153,117.31
2000-11-20,1.178,109.7,0.7019,1.7978,1.5585,1.9435,2.5179,9.4122,10.193,117.35
2000-11-21,1.1826,110.2961,0.7055,1.8008,1.5539,1.9568,2.5393,9.4914,10.2947,117.95
2000-11-22,1.1858,110.1511,0.7074,1.8022,1.548,1.9247,2.5046,9.5016,10.2847,117.85
2000-11-23,1.1875,110.3461,0.7142,1.8069,1.545,1.9126,2.5018,9.5159,10.3067,118.09
2000-11-24,1.1907,111.1961,0.7135,1.8089,1.5415,1.9133,2.5009,9.5374,10.3417,118.48
2000-11-27,1.178,110.58,0.7058,1.7825,1.5354,1.9028,2.4823,9.4419,10.247,117.1
2000-11-28,1.1697,110.125,0.7046,1.7692,1.5335,1.9104,2.4619,9.3853,10.163,116.58
2000-11-29,1.1627,110.9112,0.7029,1.7581,1.5415,1.9089,2.4709,9.3512,10.1087,116.61
2000-11-30,1.1488,110.7712,0.7054,1.7358,1.5369,1.902,2.4381,9.272,10.0286,115.24
2000-12-01,1.1456,111.16,0.6981,1.7333,1.5347,1.8631,2.4111,9.2768,9.9412,114.73
2000-12-04,1.1244,111.1051,0.6885,1.7023,1.5456,1.834,2.3731,9.1436,9.707,113.71
2000-12-05,1.13,110.7112,0.6923,1.7103,1.5458,1.8492,2.3755,9.1458,9.6947,114.47
2000-12-06,1.1305,110.41,0.6958,1.7098,1.5349,1.8391,2.363,9.0995,9.675,113.31
2000-12-07,1.1239,110.6712,0.6935,1.7017,1.5284,1.8296,2.3454,9.1189,9.6987,113.54
2000-12-08,1.1261,111.325,0.6897,1.7016,1.5235,1.8307,2.3267,9.109,9.6621,114.05
2000-12-11,1.1391,110.7812,0.6869,1.7148,1.5171,1.8506,2.364,9.207,9.7411,114.29
2000-12-12,1.14,111.51,0.6905,1.7149,1.5249,1.8489,2.3782,9.2099,9.721,114.26
2000-12-13,1.1421,112.3212,0.689,1.7172,1.5227,1.8527,2.3724,9.2501,9.7907,114.71
2000-12-14,1.1269,112.1212,0.6803,1.6971,1.5152,1.8459,2.3718,9.1478,9.6467,113.38
2000-12-15,1.1143,112.38,0.6782,1.6802,1.5178,1.8323,2.3343,9.0317,9.6011,112.9
2000-12-18,1.1163,112.0112,0.6816,1.6812,1.5255,1.8475,2.3317,9.0323,9.658,113.07
2000-12-19,1.1223,112.41,0.6834,1.6945,1.5228,1.8421,2.3269,9.1054,9.772,113.21
2000-12-20,1.1028,112.605,0.6785,1.6727,1.5225,1.8233,2.296,8.9977,9.5951,111.97
2000-12-21,1.094,112.2412,0.678,1.6659,1.522,1.8039,2.2732,8.9568,9.5767,111.51
2000-12-22,1.0829,112.695,0.6773,1.6477,1.5166,1.8029,2.266,8.8499,9.553,110.82
2000-12-25,1.0829,112.695,0.6773,1.6477,1.5166,1.8029,2.266,8.8499,9.553,110.82
2000-12-26,1.0766,113.575,0.6757,1.6351,1.5129,1.7939,2.2637,8.8229,9.503,110.31
2000-12-27,1.0746,114.1662,0.6718,1.6376,1.5107,1.7919,2.2552,8.8817,9.5628,110.32
2000-12-28,1.0803,114.8661,0.6713,1.6458,1.5082,1.8078,2.2709,8.9348,9.5667,110.38
2000-12-29,1.0651,114.2,0.6694,1.6205,1.502,1.7997,2.2599,8.8185,9.4355,109.56
2001-01-01,1.0651,114.2,0.6694,1.6205,1.502,1.7997,2.2599,8.8185,9.4355,109.56
2001-01-02,1.0555,114.4951,0.6686,1.6077,1.4938,1.792,2.2634,8.7541,9.411,108.77
2001-01-03,1.0573,114.3812,0.6645,1.6063,1.4968,1.7791,2.2396,8.773,9.4547,110.17
2001-01-04,1.0586,115.4312,0.6697,1.607,1.4991,1.7693,2.2441,8.7606,9.428,108.81
2001-01-05,1.0508,116.1611,0.6685,1.6046,1.5022,1.7536,2.2126,8.711,9.3488,108.42
2001-01-08,1.0528,116.19,0.6673,1.6069,1.4975,1.7666,2.2166,8.7281,9.407,108.86
2001-01-09,1.0632,116.4311,0.6706,1.6201,1.4953,1.7779,2.2356,8.7683,9.4887,109.52
2001-01-10,1.063,116.275,0.6708,1.6225,1.4973,1.7913,2.2422,8.714,9.427,109.86
2001-01-11,1.0527,117.58,0.6694,1.6138,1.4972,1.793,2.2257,8.6236,9.3355,109.01
2001-01-12,1.054,117.9801,0.6762,1.6226,1.4977,1.7971,2.2409,8.6605,9.341,109.36
2001-01-15,1.0616,118.931,0.6759,1.6346,1.5053,1.8074,2.2558,8.7254,9.4467,109.97
2001-01-16,1.0628,117.761,0.6799,1.6342,1.5012,1.7984,2.2484,8.7325,9.4887,110.11
2001-01-17,1.0748,117.57,0.6788,1.6509,1.5112,1.8134,2.2589,8.8126,9.5663,110.81
2001-01-18,1.0588,118.02,0.6776,1.6175,1.5143,1.7991,2.2424,8.7139,9.441,109.94
2001-01-19,1.0694,117.335,0.6808,1.634,1.5129,1.7968,2.2339,8.7875,9.4794,110.66
2001-01-22,1.0691,116.725,0.6847,1.6385,1.5083,1.8049,2.2379,8.7925,9.537,110.24
2001-01-23,1.0646,117.046,0.6798,1.6313,1.5074,1.8065,2.2421,8.8035,9.5267,110.24
2001-01-24,1.0836,118.131,0.6861,1.6581,1.5138,1.8377,2.2805,8.9086,9.6432,111.68
2001-01-25,1.0868,116.646,0.6855,1.6573,1.5092,1.8357,2.3041,8.9298,9.6932,111.61
2001-01-26,1.0847,116.98,0.6862,1.6575,1.5062,1.8408,2.2957,8.9091,9.647,111.46
2001-01-29,1.0888,116.885,0.6862,1.6569,1.5024,1.8374,2.3,8.9136,9.625,111.77
2001-01-30,1.0817,116.676,0.6847,1.6472,1.4995,1.8313,2.2763,8.8512,9.5727,110.98
2001-01-31,1.0754,116.2851,0.6844,1.644,1.5015,1.821,2.2591,8.8385,9.531,110.52
2001-02-01,1.0636,115.33,0.6764,1.6303,1.4929,1.8032,2.2304,8.7371,9.475,109.66
2001-02-02,1.0714,115.6811,0.6809,1.6466,1.494,1.8121,2.2506,8.7842,9.5312,110.32
2001-02-05,1.0638,114.9162,0.6778,1.6355,1.5036,1.8177,2.2578,8.7267,9.5116,109.89
2001-02-06,1.0736,114.9861,0.6849,1.6512,1.5098,1.8193,2.2575,8.7686,9.5547,110.77
2001-02-07,1.0723,116.035,0.6842,1.648,1.5143,1.831,2.2523,8.7766,9.543,110.89
2001-02-08,1.0885,116.136,0.6919,1.6691,1.5118,1.8606,2.2969,8.8847,9.6546,112.06
2001-02-09,1.0819,117.6551,0.6911,1.6593,1.51,1.867,2.2959,8.8684,9.659,111.52
2001-02-12,1.0756,117.651,0.6884,1.6528,1.5199,1.8585,2.2865,8.8328,9.6631,111.19
2001-02-13,1.0855,117.385,0.6888,1.6687,1.5236,1.8733,2.3023,8.9114,9.7536,111.96
2001-02-14,1.0887,116.51,0.6848,1.6703,1.527,1.8906,2.3302,8.9565,9.855,112.04
2001-02-15,1.1067,115.716,0.6896,1.696,1.5297,1.9093,2.3537,9.0612,9.8886,113.2
2001-02-16,1.092,115.4261,0.6888,1.6798,1.5344,1.883,2.3247,8.942,9.7827,112.26
2001-02-19,1.0862,115.995,0.6916,1.6705,1.5371,1.8893,2.3188,8.9213,9.771,111.92
2001-02-20,1.1003,115.53,0.6922,1.6879,1.5375,1.9141,2.3361,9.0553,9.879,112.82
2001-02-21,1.0962,116.566,0.6919,1.6798,1.5376,1.9009,2.322,9.0332,9.8857,113.12
2001-02-22,1.1016,116.345,0.6912,1.6877,1.5374,1.9052,2.3183,9.0858,9.9849,113.34
2001-02-23,1.101,116.3951,0.6902,1.6886,1.5378,1.9157,2.3218,9.0727,9.9845,112.03
2001-02-26,1.0993,116.721,0.6937,1.6882,1.5324,1.9133,2.3274,9.0302,9.9247,112.77
2001-02-27,1.0886,116.235,0.6934,1.6748,1.5272,1.9057,2.3161,8.9645,9.857,112.34
2001-02-28,1.0874,117.2909,0.6933,1.6749,1.5307,1.9078,2.3334,8.9447,9.8366,112.01
2001-03-01,1.0756,117.211,0.6875,1.6543,1.5406,1.9013,2.3086,8.8529,9.7397,111.28
2001-03-02,1.069,119.06,0.6784,1.6445,1.5481,1.8911,2.2912,8.7978,9.665,111.17
2001-03-05,1.0765,119.095,0.6808,1.6537,1.5466,1.9157,2.3108,8.8612,9.733,111.54
2001-03-06,1.0748,118.891,0.6815,1.6525,1.5402,1.9303,2.3198,8.8261,9.7007,111.2
2001-03-07,1.0783,119.7459,0.6843,1.6589,1.5506,1.9575,2.3518,8.861,9.7427,111.83
2001-03-08,1.0731,119.675,0.6811,1.654,1.549,1.9583,2.3689,8.8011,9.707,111.49
2001-03-09,1.0732,119.65,0.6813,1.6562,1.549,1.9621,2.3751,8.8002,9.741,111.37
2001-03-12,1.0762,120.5059,0.6821,1.6573,1.5508,1.9613,2.3849,8.8383,9.8366,112.01
2001-03-13,1.0902,120.0909,0.6884,1.6795,1.5478,1.9906,2.3943,8.9528,9.9927,113.11
2001-03-14,1.0969,120.8908,0.6904,1.6879,1.5514,2.003,2.4015,8.9785,10.0232,113.7
2001-03-15,1.1031,121.8,0.6925,1.6971,1.5581,2.0241,2.4278,9.045,10.061,114.71
2001-03-16,1.1153,122.8708,0.6993,1.7119,1.5682,2.0261,2.4168,9.1004,10.2067,115.32
2001-03-19,1.1136,122.1607,0.7012,1.7072,1.5683,2.0034,2.3897,9.0474,10.2045,115.2
2001-03-20,1.1075,122.5851,0.7001,1.6995,1.5617,2.0039,2.3975,9.0009,10.147,114.11
2001-03-21,1.1142,123.2307,0.6996,1.7079,1.5738,2.0261,2.4122,9.0547,10.2366,115.53
2001-03-22,1.1317,124.2501,0.7046,1.7307,1.5718,2.0295,2.419,9.1629,10.4705,116.3
2001-03-23,1.1197,122.69,0.6996,1.7147,1.5677,2.016,2.3998,9.0655,10.269,115.94
2001-03-26,1.1168,123.155,0.6976,1.7137,1.5566,2.0022,2.417,9.0491,10.213,115.21
2001-03-27,1.1134,123.1407,0.6958,1.7075,1.5651,2.0058,2.4262,9.0312,10.1811,115.43
2001-03-28,1.1246,121.815,0.6971,1.7219,1.5719,2.025,2.4408,9.0873,10.321,116.01
2001-03-29,1.1338,123.01,0.6963,1.73,1.5712,2.0331,2.4498,9.1303,10.4151,116.6
2001-03-30,1.1312,125.3156,0.7034,1.726,1.5746,2.048,2.4721,9.1088,10.3191,117.37
2001-04-02,1.1339,126.4356,0.7038,1.7307,1.5744,2.0628,2.4949,9.1567,10.3722,117.34
2001-04-03,1.1278,125.9156,0.7006,1.7223,1.5805,2.065,2.4916,9.1594,10.3247,115.63
2001-04-04,1.1077,125.245,0.6977,1.6927,1.5673,2.0404,2.4631,9.0579,10.221,115.08
2001-04-05,1.1153,124.6156,0.6998,1.704,1.5781,2.0418,2.4764,9.0781,10.2027,115.47
2001-04-06,1.1095,123.9108,0.695,1.6981,1.5681,2.0171,2.4645,9.0414,10.1206,114.75
